time_s,speed_kmh,engine_temp_c,battery_v,vibration_g,fuel_pressure,true_anomaly,ai_anomaly,anomaly_score_norm
333,33.06624,70.58047,12.459827,0.11076162,3.6424963,0,0,0.12375346792741693
334,49.294037,76.923294,12.541911,0.12235583,3.7062762,0,0,0.09022540582735727
335,37.77838,75.4526,12.206328,0.12057108,3.5776372,0,0,0.08398139086225465
336,30.701284,75.184525,11.901675,0.12916885,3.3059456,0,0,0.143649398400037
337,35.45091,73.03414,12.550976,0.10882932,3.2294269,0,0,0.15486986129804003
338,42.50384,72.9241,10.082441,0.1240325,3.529756,1,1,0.5346869830397194
339,32.44831,69.690125,12.304795,0.115321696,1.713857,1,1,0.5650470344482071
340,29.5757,76.58827,12.682355,0.096270055,3.5174782,0,0,0.14678576538391486
341,39.94845,75.30084,12.457569,0.11770089,3.4967892,0,0,0.07930159742333254
342,39.676285,75.757355,12.984503,0.11696496,4.0167146,0,0,0.3957601605384752
343,31.87363,70.76784,12.707533,0.1126352,3.2339547,0,0,0.18038926932870514
344,31.950563,62.7315,12.203831,0.116610475,3.1020107,0,0,0.20131561993398828
345,38.700783,79.08363,12.408194,0.12086387,3.5664754,0,0,0.035823241812954265
346,21.620274,71.302795,12.385789,0.10216423,3.4247155,0,0,0.19428137202304585
347,21.748833,69.481674,11.925347,0.13632871,3.5632136,0,0,0.24361617739961738
348,28.362947,77.36098,12.11788,0.09079186,3.6167767,0,0,0.13924508534529845
349,33.138412,72.03103,12.231771,0.10214981,3.756821,0,0,0.15988840082096178
350,38.10907,79.38774,11.789134,0.17465381,3.1985548,0,0,0.2407952450561578
351,49.482315,77.26952,12.414248,0.10398133,3.3886564,0,0,0.07241757446847796
352,43.035778,77.69825,12.325278,0.09444279,3.5857522,0,0,0.10681263712202582
353,32.59194,67.546005,11.898131,0.1309855,3.6540928,0,0,0.18726695153353512
354,33.73504,80.530365,12.521264,0.075325124,3.93869,0,0,0.31695282600972896
355,23.635538,75.87123,12.614761,0.10711229,3.691141,0,0,0.17816970881497285
356,33.213123,72.812416,12.46811,0.15952305,3.4886422,0,0,0.17021241852151237
357,30.25091,75.46905,12.302779,0.084226735,3.3219128,0,0,0.20536925406951145
358,36.105778,65.96371,12.577433,0.078413606,3.387142,0,0,0.2234750158839145
359,24.349257,76.98042,12.604066,0.082191005,3.3814595,0,0,0.2166051698491287
360,37.559906,69.88206,12.492221,0.13674715,3.6310468,0,0,0.11609152297659409
361,47.44064,68.35681,12.1526165,0.14621586,3.5513995,0,0,0.12338341057708335
362,30.77442,67.59912,12.48298,0.10513543,3.23527,0,0,0.1828376862184533
363,35.629906,80.86459,12.758644,0.1314792,3.4128196,0,0,0.07899612439906667
364,38.267002,118.402695,12.221011,0.1469386,3.6755095,1,0,0.3761785150678921
365,27.108177,83.14877,13.029382,0.14930102,3.5703325,0,0,0.2056931892582734
366,33.1182,72.88987,12.242311,0.1116324,3.613729,0,0,0.10832363098053177
367,30.762194,67.12033,12.409722,0.069351666,3.5765843,0,0,0.2877492192326131
368,31.374142,70.16226,12.198255,0.099269494,3.8252861,0,0,0.24862367877006042
369,22.43055,82.01121,12.466981,0.10267919,3.5472085,0,0,0.11536595780290149
370,30.171185,75.13943,11.877334,0.109906815,3.4227955,0,0,0.12842894184679865
371,34.673702,73.26376,12.236188,0.11357967,3.316849,0,0,0.10401333614930852
372,43.97502,76.8911,12.072364,0.1443654,3.549922,0,0,0.08199153618538135
373,38.828415,78.685234,12.440601,0.14490278,3.0118592,0,0,0.1604537272904356
374,50.541924,81.84816,12.698334,0.12183749,3.4631422,0,0,0.044971549915523545
375,21.113317,83.58802,12.5938015,0.13252635,3.458832,0,0,0.1033199893118204
376,37.28902,74.63058,11.688502,0.12579773,3.2271059,0,0,0.2357585484794621
377,30.18061,69.88258,13.012621,0.11638042,3.3143468,0,0,0.27895201937661296
378,50.02897,74.52844,12.488584,0.14314537,3.6619315,0,0,0.11952168419060116
379,19.8341,77.979645,12.16705,0.11136209,3.5461423,0,0,0.1354272805867427
380,19.30843,71.94146,12.447139,0.15081044,3.5203576,0,0,0.2189552792821764
381,21.50274,72.05604,12.452857,0.08198315,3.5612695,0,0,0.27449550207101814
382,6.0511904,78.64181,12.199945,0.092722185,0.6895174,1,1,0.8878716907906044
383,21.828571,76.76022,12.459375,0.10838391,3.7485726,0,0,0.20719892830838804
384,19.293274,77.247635,12.217758,0.118435696,3.5246859,0,0,0.14477329056954136
385,28.18956,73.370865,10.438344,0.13945399,3.2083573,1,1,0.5614554214174382
386,29.90676,76.09059,12.194117,0.114465415,3.826026,0,0,0.1779520689464016
387,45.057056,72.700226,11.970199,0.094083935,3.574068,0,0,0.19136316506311368
388,35.60834,81.85072,12.443751,0.13465445,3.3821492,0,0,0.05195457345433452
389,20.146431,82.653885,12.57559,0.12517239,3.2493196,0,0,0.15767946096867125
390,16.74534,68.32414,12.554465,0.0695355,3.5791829,0,0,0.37316043564067836
391,30.465357,72.98454,12.645978,0.11515659,3.4765656,0,0,0.12329239844743123
392,12.163184,70.22601,12.497302,0.07427876,3.8148293,0,0,0.454640907456042
393,43.502167,74.53466,12.240182,0.108458064,3.4308186,0,0,0.09547612285835949
394,36.806763,77.44329,12.651899,0.100347206,3.3325238,0,0,0.10374776733952717
395,20.148127,70.687515,11.992744,0.12625936,3.6791592,0,0,0.2457354248081126
396,7.5388207,73.40126,12.129799,0.10610602,3.6850564,0,0,0.39302460859648114
397,38.041943,73.065155,12.11074,0.09330916,3.5337303,0,0,0.1548845757491194
398,23.193674,79.19525,12.724017,0.12919816,3.6352713,0,0,0.13084435982438414
399,36.5559,78.57916,12.682837,0.08960184,3.4924626,0,0,0.13297325896422418
400,8.074961,74.69686,12.546191,0.11063975,3.546773,0,0,0.3717573932320545
401,17.869837,79.262344,12.721579,0.092654705,3.7329981,0,0,0.2488864868810433
402,23.763231,75.71711,12.136215,0.10456807,3.6250637,0,0,0.15650669164470477
403,24.030703,77.16407,12.504579,0.12210076,3.466145,0,0,0.09480839673387109
404,18.913239,86.961044,12.362448,0.11988561,3.7704725,0,0,0.1677316388973229
405,29.498299,85.3671,12.654064,0.14148854,3.027029,0,0,0.15980266814579358
406,12.45244,72.237495,12.365433,0.10458115,3.9104147,0,0,0.40731551615554906
407,21.566635,82.954254,12.284517,0.116912335,3.1588082,0,0,0.16777634429935484
408,24.058142,82.93236,12.562273,0.10327433,3.3745813,0,0,0.08529548905151751
409,27.867304,73.20344,12.66285,0.11757345,3.4918165,0,0,0.15224352336109725
410,29.709785,83.10762,12.199496,0.12364461,3.4707038,0,0,0.018986387457098797
411,11.220941,86.77196,12.381678,0.10364428,3.7012823,0,0,0.2525272307323957
412,7.002963,73.53774,12.082468,0.06742647,1.5529227,1,1,0.8714788642618693
413,35.000652,74.63072,11.650581,0.12412974,3.5521533,0,0,0.17601878798648063
414,25.429846,84.373924,12.460138,0.12000615,3.3843577,0,0,0.05126273603073095
415,14.507721,80.71007,12.582671,0.09365039,3.5590281,0,0,0.17933915736531525
416,37.39306,82.17656,12.47862,0.093008794,3.4870455,0,0,0.08093441440086291
417,22.930319,81.18833,11.815131,0.14098275,3.518587,0,0,0.15128038530444354
418,33.461678,81.50467,12.294745,0.12655975,3.3900151,0,0,0.03555596994871291
419,22.24213,72.984245,11.734496,0.10653944,3.3979871,0,0,0.2809186980587073
420,42.075783,84.918236,12.81091,0.09829724,3.5574546,0,0,0.0814414930000451
421,38.926197,85.59425,12.074183,0.10302681,3.688743,0,0,0.047390146265253064
422,18.790768,78.66362,12.776621,0.13544719,3.3803442,0,0,0.20826622520560678
423,30.9069,79.65709,12.683761,0.11820669,3.3262465,0,0,0.0792275886754612
424,27.558886,72.282455,12.129823,0.102767706,3.622692,0,0,0.15529937644508374
425,34.70854,82.5724,12.060164,0.12754805,3.4934993,0,0,0.021133024648335552
426,11.293272,82.924194,12.505111,0.08935868,3.6660995,0,0,0.29927000525254366
427,27.726482,79.815346,12.146703,0.1438801,3.3188405,0,0,0.11969074261730939
428,31.376879,85.8101,12.430745,0.14274445,3.144112,0,0,0.08903225562940231
429,3.135103,78.579605,12.255152,0.09223607,3.3933992,0,0,0.40859202558356755
430,8.822986,83.13432,11.865652,0.09183809,3.3467295,0,0,0.38930696377810736
431,0.19954185,75.27391,11.73086,0.047737107,3.4842422,0,1,0.6645383827165211
432,17.83731,80.31504,12.468005,0.079287045,3.372631,0,0,0.23685529943365047
433,27.649553,79.62124,12.231533,0.08703538,3.6482034,0,0,0.13423945114924474
434,35.443687,81.679405,12.234073,0.12042566,1.5332997,1,1,0.6050105449907199
435,21.110294,78.764725,12.608759,0.104030475,3.5300949,0,0,0.13010133705102178
436,36.607986,80.014145,12.752032,0.09139729,3.5315268,0,0,0.13131793753355003
437,6.4765487,84.86053,12.318236,0.097614996,3.538991,0,0,0.31584614882415396
438,3.2027345,78.60491,12.29782,0.11170811,3.4951742,0,0,0.3575037017974809
439,19.643341,72.81394,12.550043,0.12037846,3.6021202,0,0,0.20339303183255164
440,24.004997,89.6525,11.992919,0.07400909,3.340869,0,0,0.2406176901976611
441,19.806192,87.86925,12.466946,0.107337825,3.7798836,0,0,0.14282124093539617
442,0.0,74.55772,12.565566,0.07233319,3.4526925,0,1,0.5492882946431494
443,19.189363,84.524284,12.604069,0.12762925,3.2376902,0,0,0.16819225945914962
444,7.0145035,78.61725,11.8189745,0.11919018,3.5376146,0,0,0.3500475658547957
445,26.737839,82.5056,12.171594,0.09540838,3.329764,0,0,0.1337950863892795
446,23.692297,82.71498,12.136521,0.096525244,3.633067,0,0,0.12160249263340073
447,10.616005,80.1272,12.429966,0.096082665,3.9419212,0,0,0.4096050448732459
448,14.867909,77.43543,12.544224,0.062378094,3.3426857,0,0,0.3917303540098893
449,9.409509,77.95627,12.849013,0.11142412,3.5664744,0,0,0.3587245350206095
450,19.373209,76.88238,12.251511,0.10422971,3.1488988,0,0,0.2507052685983666
451,29.553068,77.35828,12.250729,0.13418004,3.590781,0,0,0.07859255225022976
452,10.14932,81.23522,12.744902,0.08310647,3.3228571,0,0,0.4043156359738126
453,25.05527,78.045715,12.488973,0.100145176,3.3750331,0,0,0.11541057205597527
454,14.723738,85.08785,12.780295,0.07723136,3.2797427,0,0,0.3142223467084203
455,12.112387,89.16658,12.486618,0.08597039,3.6464303,0,0,0.20544945280773086
456,18.988895,78.882515,12.052865,0.085854806,3.7014608,0,0,0.23003711698332863
457,9.728143,83.03193,12.000061,0.124783546,3.504677,0,0,0.2896160570906432
458,14.56872,84.38514,11.934546,0.093319125,3.3271146,0,0,0.23572606904252658
459,8.154362,84.29822,12.598616,0.1065607,3.8179047,0,0,0.38600361658804305
460,39.811596,82.36917,12.756579,0.11229053,3.349918,0,0,0.07454303229053694
461,20.551455,85.75368,12.954808,0.084886424,3.0675936,0,0,0.37925401952133
462,13.2393055,84.502075,12.652931,0.10325365,3.591678,0,0,0.19032912792469925
463,22.417364,75.95278,12.748852,0.12319075,3.279045,0,0,0.2398094886452089
464,19.19855,86.53682,12.225995,0.08544409,3.6977217,0,0,0.19007977970921996
465,18.159655,86.67715,12.053075,0.12526208,3.4237726,0,0,0.11018846674973048
466,26.561785,78.47361,12.655024,0.096286476,3.6207426,0,0,0.12440086179950804
467,28.04921,82.52878,12.525304,0.10436493,3.7803001,0,0,0.10120562727652083
468,15.226372,85.80448,12.432233,0.118226856,3.2582283,0,0,0.17234830584402694
469,14.833683,81.389725,12.5162115,0.09414812,1.1090513,1,1,0.7721698455100248
470,17.905056,124.70232,12.496956,0.109704025,3.484866,1,0,0.4175504172288427
471,0.0,94.35168,12.785145,0.09370618,3.8075104,0,1,0.5677111587936614
472,5.6407223,78.649956,12.788496,0.10540772,3.3683236,0,0,0.39456006492576934
473,34.534718,75.721954,12.563266,0.06965258,3.3810992,0,0,0.23249956488056767
474,37.392185,84.19327,12.653741,0.082102455,3.595628,0,0,0.14944379954476117
475,18.531868,86.32869,12.554218,0.12158528,3.3845541,0,0,0.11325478428751534
476,26.870695,81.61297,12.261649,0.13417898,3.5305052,0,0,0.07403737714344139
477,24.303692,90.07974,12.626969,0.09394211,3.1896925,0,0,0.17224899950111516
478,52.06922,76.16626,11.981651,0.12115405,3.942866,0,0,0.24650373352976096
479,32.56854,86.36946,12.716167,0.12217866,3.2304583,0,0,0.08189970972524785
480,20.189129,79.92086,12.041643,0.123958915,3.4356494,0,0,0.1286406572032075
481,12.011541,91.59208,12.485741,0.065452226,3.4935038,0,0,0.3147131182424483
482,5.6042476,93.00251,12.146454,0.085081324,3.8825376,0,0,0.4746747407103854
483,23.808214,79.25112,12.566017,0.10525252,0.73447585,1,1,0.7437999896874206
484,14.318033,80.38081,12.389822,0.121221825,3.896741,0,0,0.293030817668235
485,7.770053,87.47047,11.921574,0.15385364,3.6514354,0,0,0.34732838417971534
486,15.640978,81.280525,10.565969,0.103260376,3.583419,1,0,0.49827614952514965
487,11.408402,83.03251,12.226624,0.07756466,3.3030732,0,0,0.35754779616344534
488,39.215527,83.429634,12.664344,0.12765312,3.6142282,0,0,0.02536526663383576
489,31.283758,73.74718,12.400397,0.1420618,3.3553026,0,0,0.13298084771633956
490,22.513916,83.31894,12.518626,0.11341724,3.7533321,0,0,0.16303020831994286
491,37.52236,79.98182,12.112729,0.10062821,3.3057876,0,0,0.08126394447244578
492,23.628874,81.00691,12.223201,0.13097432,3.4773684,0,0,0.07751173050007854
493,14.377597,90.7325,12.262408,0.12045971,3.3889453,0,0,0.15903504934083168
494,38.359886,77.27336,12.657011,0.09865833,3.3024955,0,0,0.10584905094316
495,28.658909,87.66321,12.9032135,0.12195797,3.648264,0,0,0.10544089055630024
496,13.041431,82.24341,12.158448,0.12646604,3.6070917,0,0,0.18110859446771377
497,21.657509,82.280205,12.723055,0.13446656,3.741802,0,0,0.19761124003619657
498,14.954619,87.6714,9.03139,0.106148325,3.144025,1,1,0.7462748589427165
499,10.035589,85.46008,12.041743,0.09785621,3.7128341,0,0,0.3533988435870954
500,33.281017,86.65292,12.112367,0.14118598,4.0010896,0,0,0.23201041877637574
501,43.271908,88.680565,11.994247,0.09743275,3.4096718,0,0,0.07166523122918977
502,10.353397,82.22265,11.924924,0.113948286,3.8790298,0,0,0.39807095783689306
503,30.132917,80.8573,12.5239,0.08766593,3.4473677,0,0,0.10953823291681475
504,18.16374,78.531784,12.33578,0.13038939,3.225518,0,0,0.19930781624184812
505,19.96864,79.86929,12.513822,0.10482341,3.4388735,0,0,0.11809666628222093
506,19.088423,98.780396,12.6071415,0.13491587,3.7096407,0,0,0.21962015529643608
507,16.54767,90.296646,12.479685,0.11810209,3.3323648,0,0,0.1613644651622539
508,25.85074,77.355965,12.597329,0.08846097,3.3799322,0,0,0.14366628295439432
509,17.236664,77.5369,12.37914,0.13711089,3.618708,0,0,0.15886057858410507
510,28.434065,86.596146,12.043902,0.14524195,3.500612,0,0,0.06942109689320386
511,25.413097,86.96052,12.717344,0.13035227,3.6169245,0,0,0.07111629830248911
512,23.71462,87.005775,12.223267,0.09662555,3.547566,0,0,0.08223406335679095
513,17.219717,83.0235,12.119321,0.10248958,3.595925,0,0,0.13803266933315161
514,20.721485,83.707695,12.346624,0.113269284,3.4135396,0,0,0.09785948252906917
515,34.23954,86.010826,12.126157,0.10304557,3.5463462,0,0,0.023157137338415845
516,31.893782,84.837135,12.274771,0.14979382,3.3145254,0,0,0.08231356609362528
517,17.310568,73.347176,12.503216,0.111541815,3.7576866,0,0,0.23513489937728616
518,28.28348,83.330475,12.504502,0.06007478,3.373145,0,0,0.26800443956844844
519,35.010536,80.257996,12.1306505,0.12429238,3.7257695,0,0,0.07489872461621772
520,11.011607,85.42644,12.253689,0.09854265,3.4532785,0,0,0.25509478618171977
521,33.35069,99.51179,12.7223,0.11517682,3.5403998,0,0,0.12439334279829195
522,21.5047,86.4578,12.54892,0.103379965,3.4010072,0,0,0.09643086022096325
523,34.053185,83.087425,13.022519,0.13316752,3.2968009,0,0,0.19672646090482448
524,20.93323,89.29855,12.754039,0.13286036,3.151048,0,0,0.21308042745408273
525,10.737983,87.13723,12.743288,0.11103006,3.2889352,0,0,0.2843094535131355
526,12.734679,86.85831,11.98364,0.099581115,3.4352183,0,0,0.20825136677852818
527,29.716557,87.82591,12.629158,0.11403153,3.5423758,0,0,0.02481446091168582
528,32.060818,95.10799,12.384068,0.1164224,3.702076,0,0,0.06831736104320418
529,20.650558,79.20423,9.498705,0.094276674,3.4108486,1,1,0.6529892493068948
530,36.31202,87.260025,12.450404,0.12973459,3.323608,0,0,0.0330725558069872
531,13.545451,80.292946,12.683563,0.11597358,3.211457,0,0,0.258650801534862
532,29.73659,87.73519,12.550249,0.14567712,3.5960128,0,0,0.03571490429049662
533,18.526108,80.39677,12.136457,0.13437004,3.776639,0,0,0.19198962672372943
534,24.35892,82.93572,12.622738,0.09846596,3.753266,0,0,0.15028682976169072
535,31.594381,83.57928,12.208724,0.13220316,3.6419866,0,0,0.03800055723338369
536,22.761435,89.96577,12.465005,0.09236165,3.6277087,0,0,0.1368879978159826
537,27.767231,89.71072,12.308995,0.12780225,3.8395247,0,0,0.14834769163569117
538,41.92496,78.921425,12.33434,0.1106302,3.5664163,0,0,0.04878560379890673
539,26.344336,85.45605,12.629873,0.092707105,3.629226,0,0,0.10768178490767666
540,40.723373,81.66464,12.087942,0.12596259,3.4358432,0,0,0.023288504662657306
541,21.324503,78.95098,12.983559,0.05717091,3.2275913,0,1,0.5072448035842383
542,38.176636,84.18919,11.853674,0.67438084,3.3632302,1,1,0.5925949543600155
543,47.553196,83.76245,12.220699,0.12022676,3.4981682,0,0,0.004524279170175061
544,8.681817,97.468834,12.511064,0.10598975,3.512157,0,0,0.3369513814885634
545,25.69188,87.53025,12.5752945,0.10545956,3.8852572,0,0,0.168020579166401
546,39.69593,78.50737,12.369857,0.08825924,3.5162554,0,0,0.09752561002030946
547,32.16087,82.6014,12.382783,0.099722594,3.7357688,0,0,0.08826038985509066
548,38.170654,90.56182,12.523165,0.12690951,3.4129846,0,0,0.013870713178171679
549,28.688904,95.92656,12.330679,0.1259801,3.4376647,0,0,0.05857441562435595
550,35.865906,77.58369,12.817954,0.11760849,3.2341986,0,0,0.15209208139793973
551,33.716118,76.14305,12.651805,0.13999474,3.3515344,0,0,0.11218084140542661
552,47.225212,94.92639,12.661847,0.13156055,3.6053963,0,0,0.04506655769082313
553,38.367695,87.54834,12.110153,0.10423474,3.501512,0,0,0.024882606011869313
554,39.47715,81.28732,12.3761835,0.11412854,3.6885877,0,0,0.06314140515570865
555,32.261513,88.330284,12.30986,0.08807343,3.5362508,0,0,0.04828054150471339
556,31.784891,72.50655,12.09832,0.11372967,3.4295092,0,0,0.10359800447023437
557,32.61749,85.730156,12.508049,0.13855076,3.9296594,0,0,0.18476315322234182
558,41.171158,87.380196,12.238707,0.13429138,3.4812193,0,0,0.020341700344947866
559,33.30174,90.39008,12.5966215,0.14469106,3.7326002,0,0,0.07779304276209431
560,40.695652,80.72671,12.078942,0.114290126,3.419758,0,0,0.03315010840911292
561,58.839573,86.25191,12.915712,0.15634179,3.6419199,0,0,0.17954712487397217
562,47.085773,81.22346,12.131101,0.119676806,3.6856031,0,0,0.05536121050688658
563,35.404545,87.154434,12.465791,0.14713398,3.5416985,0,0,0.023207532243456397
564,50.968403,126.588936,12.637558,0.12504706,3.0291035,1,0,0.44525217378886905
565,35.168205,83.89038,12.228807,0.13172874,3.5036504,0,0,0.010673052923423909
566,19.161598,80.97823,12.655741,0.13908304,3.746092,0,0,0.17494601634230578
567,29.757,89.239265,12.031245,0.11100995,3.6054962,0,0,0.051075715190460946
568,21.42609,90.30193,12.835635,0.115080826,3.5891678,0,0,0.14192148387434111
569,36.916092,84.8625,12.404244,0.14423531,3.1555486,0,0,0.08475717002085381
570,40.913677,86.25256,12.221077,0.11779678,3.3559089,0,0,0.021503772586900394
571,57.79316,78.84401,12.3102455,0.102478735,3.5822716,0,0,0.07046299132119438
572,44.598324,84.61402,12.642675,0.1651593,3.5820765,0,0,0.07248005555508252
573,39.439278,85.88666,12.224664,0.11032435,3.7429333,0,0,0.06483054259668097
574,50.226475,99.26676,12.175193,0.12828836,3.4710267,0,0,0.09726934983682145
575,20.124067,80.62792,12.333539,0.13318217,3.5811648,0,0,0.11338150701674454
576,44.89545,93.53344,12.046911,0.110277854,3.503275,0,0,0.0739575489872798
577,50.552647,91.22148,12.946163,0.10511897,3.3026114,0,0,0.16568378848469978
578,28.36362,87.664856,12.230082,0.119256556,3.0488417,0,0,0.14977637397506882
579,54.893246,95.07911,12.649485,0.09158509,3.586202,0,0,0.11980768735000735
580,47.14761,88.1707,12.462841,0.11781569,3.5347893,0,0,0.01936320610149711
581,39.917408,88.27998,12.10464,0.12485948,3.376365,0,0,0.032939498183713
582,50.706383,86.09246,12.398213,0.11995415,3.1761653,0,0,0.05902000241238636
583,67.3944,92.49961,12.6352005,0.102828175,3.625948,0,0,0.08666781669651857
584,46.815605,91.88767,12.343522,0.15529136,3.446816,0,0,0.064599987656626
585,47.789173,83.300354,12.757934,0.12596536,3.6113749,0,0,0.05422152779715517
586,41.023914,79.85577,12.706454,0.149135,3.8728096,0,0,0.18992471707191794
587,37.4301,85.46021,12.675674,0.11351433,3.071714,0,0,0.1126136534382498
588,54.54338,82.49789,12.262103,0.10967146,3.3600798,0,0,0.062462831890648274
589,37.991047,86.203285,12.076047,0.12437914,3.4581249,0,0,0.022045130116291944
590,47.579803,92.73077,12.215923,0.119474165,3.7909653,0,0,0.08150083176640521
591,42.40018,84.279594,12.458872,0.097644866,3.1727195,0,0,0.0998090444282792
592,52.27946,86.37437,12.563736,0.15553541,3.8871722,0,0,0.21881841848070116
593,51.139484,86.90084,11.7485285,0.11312434,3.5271711,0,0,0.11474499384467107
594,58.491688,90.874985,12.397566,0.09244052,3.4808,0,0,0.07052158203288561
595,43.329758,75.420334,12.447427,0.1482282,3.460388,0,0,0.09631081821471599
596,46.04499,83.6431,12.316737,0.112936534,3.4127474,0,0,0.024091035835511754
597,39.270046,87.75469,12.787382,0.107478544,3.7096233,0,0,0.09580340562006495
598,44.92881,92.72021,12.526534,0.08715665,3.286296,0,0,0.11672142536649577
599,53.458862,84.28171,12.793057,0.16154826,3.5690827,0,0,0.11802730918195525
600,57.56989,77.379715,12.335212,0.10299534,3.4231637,0,0,0.06944566585487622
601,41.092514,89.882164,12.681243,0.12171525,3.3475733,0,0,0.03571111221652501
602,59.32433,83.627785,12.89052,0.14791457,4.017195,0,0,0.3286470662302404
603,64.49871,80.87712,12.793508,0.1406837,3.58381,0,0,0.11160688073758751
604,55.39062,83.72445,12.072357,0.12650222,3.622653,0,0,0.041252050488513214
605,70.338036,85.944145,12.323897,0.10113569,3.7275553,0,0,0.12669506648073436
606,44.14583,83.86351,12.296451,0.10587842,3.21573,0,0,0.08556332430214486
607,39.7506,75.87972,12.546777,0.12363131,3.8504584,0,0,0.15637219427054527
608,34.723145,91.413086,12.6059065,0.101618096,2.9982085,0,0,0.18741870577124198
609,67.7837,93.3222,12.148333,0.13795903,3.3462467,0,0,0.10326859294139834
610,59.679512,90.225365,12.420352,0.14347464,3.4081936,0,0,0.031032678264125924
611,52.892277,81.29914,11.794022,0.14569621,3.6163447,0,0,0.13676925651680305
612,56.55969,85.9998,12.832583,0.103756264,3.5437436,0,0,0.10147674061235057
613,42.816578,86.9942,12.246287,0.16534121,3.4666371,0,0,0.0801599481570292
614,78.84003,90.040215,12.4167595,0.1547696,3.4976006,0,0,0.09426693015666399
615,55.985252,90.40725,12.307105,0.12795834,3.3043954,0,0,0.04109397552364036
616,56.097015,83.413864,12.743809,0.14983924,1.1330353,1,1,0.7162266063219814
617,62.570206,87.51377,11.548748,0.17859326,3.6453023,0,0,0.30046849287440314
618,60.43154,89.40913,12.395017,0.10144136,3.6387413,0,0,0.06764138155809052
619,58.168564,94.420654,12.368255,0.124579035,1.3130531,1,1,0.6213024871466246
620,48.332607,90.68276,12.263909,0.076597676,3.3419967,0,0,0.16607772616771144
621,61.258987,91.124084,12.917868,0.13448253,3.6385632,0,0,0.12315120040043992
622,75.67078,87.616394,12.133801,0.14514327,3.4432588,0,0,0.06201351865332305
623,70.6102,94.26789,12.631538,0.13452186,3.738095,0,0,0.1213375901521303
624,73.39257,110.88586,12.506876,0.12360561,3.7043927,1,0,0.35553287340230044
625,52.65242,82.946465,12.778456,0.08533591,3.5422418,0,0,0.19149199549510054
626,48.17156,94.28674,12.199843,0.13155645,3.4320939,0,0,0.054192359001017376
627,57.111874,90.777275,12.180109,0.15766463,3.6921864,0,0,0.13390472535138143
628,59.22821,85.090294,12.728821,0.11779375,3.629381,0,0,0.0796721531900122
629,69.913155,84.92568,12.527596,0.14375778,3.363112,0,0,0.0517999170113983
630,42.34586,88.82355,11.936519,0.08981005,3.2344403,0,0,0.16210281765860757
631,74.86429,89.67401,12.238209,0.1465764,3.4422934,0,0,0.05591281959209615
632,58.28592,88.36184,12.515915,0.12127532,3.8030827,0,0,0.09778295257790448
633,55.893337,88.949104,12.651329,0.11269832,3.7292974,0,0,0.07977091539861536
634,50.33612,95.909424,12.196231,0.10996078,3.2775345,0,0,0.11874223342728418
635,44.202473,92.784325,11.525723,0.11422901,3.2664485,0,0,0.23820072903213974
636,69.27545,88.396645,12.556967,0.14228639,3.7549367,0,0,0.08763636738295255
637,62.06841,92.16676,12.033904,0.10479095,3.272873,0,0,0.12324310881948453
638,48.72586,82.31423,11.794798,0.11642063,3.601859,0,0,0.10971390808418591
639,48.96366,89.48302,11.5503025,0.1236524,3.3767858,0,0,0.2114153205075715
640,58.844257,96.55634,12.644195,0.10744134,3.823409,0,0,0.192999024724976
641,79.17865,86.4359,12.438585,0.17552263,3.345915,0,0,0.1577608171856365
642,60.177475,83.30418,12.332303,0.11301884,3.7286723,0,0,0.08860805543621864
643,48.02551,84.298004,12.816708,0.110624015,3.5369718,0,0,0.0722650300657448
644,60.881626,82.12629,12.591197,0.11087466,3.550439,0,0,0.06668952275176099
645,60.89248,83.66654,12.88489,0.16641584,3.1059382,0,0,0.2640012574171774
646,36.93002,85.75361,11.98218,0.12952311,3.0594172,0,0,0.13716737098926668
647,63.63357,80.59402,12.389635,0.11308495,3.4558868,0,0,0.051083245964679946
648,62.14326,87.71554,11.914986,0.15319626,3.5493813,0,0,0.09551705646042996
649,71.689186,92.164314,12.331185,0.13985856,3.2749605,0,0,0.09808077761938505
650,83.48956,83.12955,12.325416,0.14688985,3.2822614,0,0,0.13604658185881546
651,76.5369,95.280045,12.587984,0.13137892,3.6122944,0,0,0.09056817145429796
652,62.851913,90.25278,12.41367,0.116437644,3.612571,0,0,0.05674718090905673
653,54.74342,92.86681,12.587022,0.13412704,3.4724517,0,0,0.0350139518196767
654,91.808395,84.43974,12.6110325,0.13500245,3.6560404,0,0,0.17753364661004245
655,66.93135,92.01644,13.046478,0.16980079,3.2651596,0,0,0.3078598048345086
656,66.741035,82.29895,12.305411,0.1079847,3.428813,0,0,0.06654708632256445
657,66.621254,92.22456,12.117693,0.16403377,3.8295755,0,0,0.2300882975713331
658,69.10225,88.64714,12.473825,0.13232474,3.5136645,0,0,0.02850152799762251
659,65.93484,90.56871,12.159316,0.13894913,3.5252626,0,0,0.06999468731750591
660,61.89694,81.9389,12.844588,0.14761162,3.9611893,0,0,0.30310760091364997
661,62.41816,83.35586,12.315035,0.11860409,3.2201316,0,0,0.07771507331745875
662,67.81045,90.83159,12.230327,0.1511902,3.659286,0,0,0.09503160483127226
663,62.95296,83.11785,12.258605,0.0773256,3.8327973,0,0,0.2648008406040223
664,61.50598,90.18968,12.615525,0.11635321,3.4350283,0,0,0.059969567231261456
665,69.94392,81.051926,12.352675,0.11649071,3.6719263,0,0,0.12288368948731032
